Origen,Destino,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
,México,260,298,335,308,360,474,567,640,670,647,500,560,549,607,596,613,569,543,544,581,636,517,613,629,656,730,724,728
Santiago de Compostela,,2,8,2,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Cancún,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Madrid-Barajas,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,México,2,4,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Santiago de Cuba,,10,7,0,0,0,0,0,0,0,5,2,0,1,18,3,0,0,5,0,0,0,0,0,0,0,0,0,0
,Cancún,0,0,0,0,0,0,0,0,0,0,1,0,1,18,3,0,0,5,0,0,0,0,0,0,0,0,0,0
,México,10,6,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Miami,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Veracruz,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Santo Domingo,,14,1,0,2,0,2,1,1,0,34,727,164,9,1,2,25,53,6,8,2,4,1,0,0,192,292,366,365
,Acapulco,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0
,Cancún,0,0,0,1,0,0,1,0,0,18,92,84,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
,Cozumel,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
,Guadalajara,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
,Mazatlán,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Mérida,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
,México,14,1,0,1,0,2,0,1,0,16,375,80,9,0,1,25,52,6,6,2,2,0,0,0,191,290,365,365
,Miami,0,0,0,0,0,0,0,0,0,0,258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Monterrey,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0
Santo Tomas,,0,0,8,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Cancún,0,0,8,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
São José do Xingu,,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Cancún,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
São Paulo,,211,353,481,730,882,1072,921,822,1038,637,775,672,919,997,715,585,606,708,643,668,847,805,744,815,776,738,819,804
,Acapulco,0,0,0,2,7,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,1,0,0,0,0
,Bogotá,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Cancún,49,144,192,385,344,425,308,195,340,128,130,47,55,66,2,0,4,36,19,49,89,28,2,93,40,0,0,0
,Cozumel,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Guadalajara,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,1,0,1,2,1,0,0,0
,Lima,0,0,0,0,74,100,113,109,0,0,0,0,0,4,12,0,0,0,0,0,1,0,0,0,0,0,0,0
,Los Ángeles,0,0,0,0,0,0,0,106,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,México,162,209,289,338,457,547,500,412,698,509,645,609,863,926,700,585,598,670,624,617,756,774,741,719,735,738,819,804
,Puerto Vallarta,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sarasota,,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Cancún,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,México,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Saskatoon,,20,16,10,17,2,7,22,13,4,1,4,26,23,56,48,44,57,87,167,147,134,151,183,167,176,191,152,133
,Cancún,2,12,2,0,0,1,0,1,0,0,2,15,18,31,25,21,32,43,67,75,83,90,94,81,87,100,82,71
,Huatulco,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,8,0,0,3,7,5,5,5,4,14
,Manzanillo,0,0,0,0,0,0,0,0,0,0,0,0,1,9,0,0,0,0,10,7,2,11,9,0,0,0,0,0
,Mazatlán,9,4,4,4,1,0,2,1,2,0,0,0,0,0,0,1,0,4,24,9,0,0,0,0,0,0,1,0
,Puerto Vallarta,9,0,4,0,1,4,10,0,2,1,2,11,4,16,23,22,24,26,58,52,33,42,54,59,65,56,51,47
,San José Del Cabo,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,4,16,5,17,5,2,15,13,0
,Zihuatanejo,0,0,0,0,0,2,10,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,17,17,15,1,1
Saultstemarie,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0
,Cancún,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0
Schonefeld ,,0,0,53,45,16,10,4,13,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Acapulco,0,0,1,25,15,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Cancún,0,0,3,0,0,0,4,13,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,México,0,0,12,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Puerto Vallarta,0,0,37,13,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Seattle,,222,241,73,27,12,0,208,258,160,69,211,329,411,415,457,890,1204,892,430,405,419,353,429,646,745,994,1275,1563
,Acapulco,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Cancún,32,20,34,8,0,0,0,0,0,0,1,1,0,0,38,133,172,172,76,0,0,0,56,179,190,226,215,242
,Cozumel,1,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Dallas,0,0,0,0,0,0,207,212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Guadalajara,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,144,265,45,1,0,0,0,0,0,78,163,184,288
,Hermosillo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
,Manzanillo,7,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Mazatlán,90,53,4,0,0,0,1,13,37,13,26,35,49,53,53,52,50,49,51,50,29,0,0,0,0,0,0,0
,México,4,16,0,0,0,0,0,0,0,0,0,0,0,0,0,175,324,184,12,1,0,0,4,0,1,61,363,377
,Monterrey,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
,Portland,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Puerto Vallarta,69,60,29,19,12,0,0,18,62,28,97,156,182,180,183,192,192,180,144,177,178,175,199,226,227,258,246,295
,San José Del Cabo,8,2,0,0,0,0,0,15,59,28,87,137,180,182,183,194,201,262,146,177,211,177,167,241,249,286,267,361
,Tijuana,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
,Torreón,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
,Vancouver,5,39,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,William P. Hobby,3,14,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Zihuatanejo,2,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sendai,,0,0,0,2,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0
,Calgary,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0
,México,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,St. Louis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
,Vancouver,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
Seúl,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92,47,58,102,208,214
,México,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102,208,214
Sevilla,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,México,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Shanghái,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140,154,222,215,150
,Guadalajara,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
,México,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,185,215,150
,Tijuana,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140,154,35,0,0
Shannon,,0,0,9,0,30,89,53,13,15,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
,Cancún,0,0,0,0,30,40,0,13,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
,México,0,0,9,0,0,49,52,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sheremétievo,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,9,52,44,0,0,0,0,0
,Cancún,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,9,52,44,0,0,0,0,0
Shreveport,,0,2,4,17,23,31,72,171,245,49,52,41,87,107,105,94,79,51,199,97,81,190,64,142,113,0,0,0
,Toluca,0,1,2,5,3,4,7,4,15,15,9,3,9,14,5,6,1,3,28,5,8,18,10,5,37,0,0,0
Sioux Falls,,2,0,1,0,1,2,0,1,3,2,4,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Cancún,0,0,1,0,0,2,0,1,3,1,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Mazatlán,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Puerto Vallarta,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,San José Del Cabo,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
South Bend,,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
,Cancún,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Toluca,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
Southwest Florida,,0,0,0,0,0,32,18,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,24,69,0,0,0
,Cancún,0,0,0,0,0,24,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,69,0,0,0
,Puerto Vallarta,0,0,0,0,0,8,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Spirit Of St Louis,,0,0,3,0,1,0,0,10,1,0,1,0,1,0,1,0,1,0,0,1,1,0,7,0,0,0,0,0
,Cancún,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
,Loreto,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Mazatlán,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,San José Del Cabo,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
,Zihuatanejo,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Spokane,,10,28,3,18,23,54,29,2,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Cancún,8,14,3,11,17,14,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Mazatlán,0,0,0,5,6,2,1,2,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Monterrey,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Portland,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Puerto Vallarta,0,0,0,0,0,12,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,San José Del Cabo,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,William P. Hobby,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Zihuatanejo,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Springfield,,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Cancún,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,San José Del Cabo,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
St. Jhon's,,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,27,6,17,17,20,28,17,1,0,5,4
,Cancún,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,27,6,17,17,20,28,17,1,0,5,4
,Guadalajara,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
St. Kitts,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,México,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
St. Louis,,103,151,215,250,633,441,587,927,915,748,799,694,547,690,509,467,318,314,394,395,341,331,349,385,372,402,555,649
,Acapulco,1,6,1,2,0,1,1,12,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Cancún,101,124,142,169,344,345,414,412,559,465,621,561,472,574,341,333,296,292,365,360,333,304,299,331,363,372,497,591
,Chicago,0,0,0,0,0,0,8,0,6,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0
,Cozumel,0,2,4,0,0,0,0,1,54,11,0,26,17,39,18,0,0,0,0,0,0,0,0,0,0,0,0,0
,Guadalajara,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
,Huatulco,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,26,14,9,4,0,14,14
,Manzanillo,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
,Mazatlán,0,0,0,0,1,4,7,9,4,34,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,México,0,0,2,42,164,0,0,330,88,2,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
,Puerto Plata,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Puerto Vallarta,1,19,65,27,91,73,141,147,168,178,134,98,53,77,71,99,21,21,27,34,0,0,25,43,1,16,27,15
,San José Del Cabo,0,0,0,0,0,0,0,0,0,50,1,0,0,0,67,33,0,0,0,0,0,0,9,0,0,14,17,29
,San Luis Potosí,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
,Sendai,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
,Zihuatanejo,0,0,0,10,32,17,16,14,31,8,12,8,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
St. Maarten,,0,0,13,17,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
,Cancún,0,0,13,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,México,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
St. Petersburg,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,7,16,0,0,0,0,0,0
,Cancún,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,7,16,0,0,0,0,0,0
Stansted,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0
,Cancún,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0
Stavanger,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0
,Cancún,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0
Stephenville,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,México,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Stuttgart,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0
,México,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0
Sunport,,8,116,92,21,20,4,3,4,5,4,2,1,0,1,2,12,57,116,3,0,0,0,0,0,1,1,14,24
,Cancún,3,5,3,6,3,2,1,2,2,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Chihuahua,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,116,3,0,0,0,0,0,0,0,0,4
,Ciudad Juárez,0,109,70,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
,Colorado Springs,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Cuernavaca,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
,Guadalajara,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,19
,Mazatlán,5,2,18,15,8,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,México,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
,Monterrey,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Puerto Vallarta,0,0,1,0,0,0,1,2,0,0,0,0,0,1,1,9,57,0,0,0,0,0,0,0,0,0,0,0
,San José Del Cabo,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
,Toluca,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
,Zihuatanejo,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sur Reina Sofia ,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Cancún,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Syracuse,,0,0,24,8,2,7,5,0,3,4,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
,Cancún,0,0,24,8,2,7,3,0,3,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Puerto Vallarta,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Taipéi,,19,105,95,110,102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,México,19,105,95,110,102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tallahassee,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Cancún,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tampa,,366,417,509,420,353,328,286,129,16,9,7,5,2,5,9,0,14,229,2,19,24,19,26,33,38,51,35,33
,Acapulco,0,0,1,0,0,1,5,17,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Cancún,364,374,361,396,352,288,253,86,10,7,5,5,2,5,9,0,14,229,2,19,24,19,26,33,37,51,34,33
,Cozumel,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Huatulco,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Manzanillo,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Mérida,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,México,0,0,147,20,1,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
,Nashville,1,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Newburgh,0,16,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Puerto Vallarta,0,0,0,0,0,38,27,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Saltillo,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,San José Del Cabo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Tampico,,732,190,722,488,0,3,625,722,618,760,750,659,732,654,445,375,551,366,377,404,461,355,363,365,356,354,362,362
,Brownsville,265,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Corpus Christi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0
,Dallas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,186,6,0,0,0,0,0,0,0,0,0,0
,Harlingen,0,149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,La Habana,0,0,0,0,0,0,0,2,0,0,2,2,2,2,5,8,1,0,0,0,1,0,0,0,0,0,0,0
,Laredo,0,0,7,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
,Las Vegas,6,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Los Ángeles,0,0,0,0,0,0,342,362,25,330,351,243,360,281,31,0,0,0,0,0,0,0,0,0,0,0,0,0
,McAllen Mission,361,32,567,290,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Orlando,7,9,6,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
,San Antonio,93,0,142,198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Sanford,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
,Toronto Pearson,0,0,0,0,0,2,17,1,16,14,0,0,3,12,14,0,1,0,0,0,0,0,0,0,0,0,0,0
,William P. Hobby,0,0,0,0,0,0,266,357,577,414,396,412,363,359,393,366,361,360,377,401,459,354,363,364,356,354,362,362
Tancredo Neves,,0,0,0,22,16,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Cancún,0,0,0,22,16,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tapachula,,143,84,1,0,0,0,0,0,77,2,9,0,0,3,0,0,0,12,20,3,4,33,136,7,5,5,0,0
,Guatemala,143,83,0,0,0,0,0,0,77,2,0,0,0,0,0,0,0,0,0,1,1,27,127,1,2,3,0,0
,Guayaquil,0,0,1,0,0,0,0,0,0,0,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,La Habana,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
,Manta Ecuador,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
,Panamá,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,San José Alajuela,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,2,0,1,0,0,0,0
,San Salvador,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0
,Santo Domingo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
Tate,,0,0,0,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Guadalajara,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Mazatlán,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
