"FECHA","TIPO","CONCATENAD","SEMANA","SEMANA_COMPLETAS"
2011-06-06,"TRANSEUNTE","TRANSEUNTE/PERSONA/ASALTO",23,23
2011-06-13,"CRISTAL","CRISTAL/PERSONA/VEHICULO/OPORTUNISTA",24,24
2011-06-23,"COMERCIAL","COMERCIAL/COMERCIO/VIOLACHAPAS",25,25
2011-07-03,"DOMICILIARIO","DOMICILIARIO /CASA HABITACION HABITADA/OPORTUNISTA",27,27
2011-07-03,"VEHICULO","VEHICULO/VEHICULO PARTICULAR/ESTACIONADO",27,27
2011-07-03,"VEHICULO","VEHICULO/VEHICULO PARTICULAR/ESTACIONADO",27,27
2011-07-09,"VEHICULO","VEHICULO/VEHICULO PARTICULAR/AUTOPARTES",28,28
2011-07-26,"VEHICULO","VEHICULO/VEHICULO PARTICULAR/AUTOPARTES",30,30
2011-08-15,"DOMICILIARIO","DOMICILIARIO /CASA HABITACION HABITADA/ESCALADOR",33,33
2011-08-23,"TRANSEUNTE","TRANSEUNTE/PERSONA/OPORTUNISTA",34,34
2011-09-05,"DOMICILIARIO","DOMICILIARIO /CASA HABITACION HABITADA/OPORTUNISTA",36,36
2011-09-05,"INSTITUCIONES PUBLICAS","INSTITUCIONES PUBLICAS/GOBIERNO/VIOLACHAPAS",36,36
2011-09-30,"TRANSEUNTE","TRANSEUNTE/PERSONA/OPORTUNISTA",39,39
2011-11-16,"TRANSEUNTE","TRANSEUNTE/PERSONA/OPORTUNISTA",46,46
2012-01-06,"CRISTAL","CRISTAL/PERSONA/VEHICULO/ROMPE VIDRIOS",1,54
2012-01-16,"CRISTAL","CRISTAL/PERSONA/VEHICULO/VIOLACHAPAS",3,56
2012-01-30,"VEHICULO","VEHICULO/VEHICULO PARTICULAR/RECUPERADO",5,58
2012-02-06,"CRISTAL","CRISTAL/PERSONA/VEHICULO/AUTOPARTES",6,59
2012-02-17,"MOTOCICLETA","MOTOCICLETA/MOTO/PARTICULAR/ESTACIONADO",7,60
2012-02-19,"COMERCIAL","COMERCIAL/EMPRESA/INDUSTRIA/OPORTUNISTA",8,61
2012-03-03,"DOMICILIARIO","DOMICILIARIO /CASA HABITACION HABITADA/CHORLERO",9,62
2012-03-25,"DOMICILIARIO","DOMICILIARIO /CASA HABITACION HABITADA/VIOLACHAPAS",13,66
2012-04-02,"COMERCIAL","COMERCIAL/COMERCIO/CHORLERO",14,67
2012-04-15,"TRANSEUNTE EN VEHICULO","TRANSEUNTE EN VEHICULO/PERSONA VEHICULO EN CUIDAD/OPORTUNISTA",16,69
2012-04-17,"CRISTAL","CRISTAL/PERSONA/VEHICULO/ROMPE VIDRIOS",16,69
2012-04-17,"VEHICULO","VEHICULO/VEHICULO PARTICULAR/ESTACIONADO",16,69
2012-04-24,"TRANSEUNTE","TRANSEUNTE/PERSONA/OPORTUNISTA",17,70
2012-05-23,"VEHICULO","VEHICULO/VEHICULO PARTICULAR/AUTOPARTES",21,74
2012-05-28,"TRANSEUNTE","TRANSEUNTE/PERSONA/OPORTUNISTA ARREBATAR/DESPOJAR",22,75
2012-07-08,"VEHICULO","VEHICULO/VEHICULO PARTICULAR/ESTACIONADO",28,81
2012-07-11,"VEHICULO","VEHICULO/VEHICULO PARTICULAR/ESTACIONADO",28,81
2012-07-11,"VEHICULO","VEHICULO/VEHICULO PARTICULAR/RECUPERADO",28,81
2012-09-02,"VEHICULO","VEHICULO/VEHICULO PARTICULAR/AUTOPARTES",36,89
2012-09-16,"TRANSEUNTE","TRANSEUNTE/PERSONA/OPORTUNISTA",38,91
2012-09-30,"DOMICILIARIO","DOMICILIARIO /CASA HABITACION HABITADA/OPORTUNISTA",40,93
2012-10-05,"VEHICULO","VEHICULO/VEHICULO PARTICULAR/ESTACIONADO",40,93
2012-10-07,"TRANSEUNTE","TRANSEUNTE/PERSONA/ASALTO",41,94
2012-10-19,"VEHICULO","VEHICULO/VEHICULO PARTICULAR/ESTACIONADO",42,95
2012-10-24,"VEHICULO","VEHICULO/VEHICULO PARTICULAR/ESTACIONADO",43,96
2012-12-05,"VEHICULO","VEHICULO/VEHICULO PARTICULAR/AUTOPARTES",49,102
2012-12-11,"VEHICULO","VEHICULO/VEHICULO PARTICULAR/ESTACIONADO",50,103
2012-12-13,"COMERCIAL","COMERCIAL/COMERCIO/OPORTUNISTA",50,103
2012-12-26,"MOTOCICLETA","MOTOCICLETA/MOTO/PARTICULAR/ESTACIONADO",52,105
2013-01-10,"DOMICILIARIO","DOMICILIARIO /CASA HABITACION HABITADA/CHORLERO",2,108
2013-01-12,"CRISTAL","CRISTAL/PERSONA/VEHICULO/VIOLACHAPAS",2,108
2013-01-15,"VEHICULO","VEHICULO/VEHICULO PARTICULAR/ESTACIONADO",3,109
2013-01-23,"VEHICULO","VEHICULO/VEHICULO PARTICULAR/ESTACIONADO",4,110
2013-02-09,"TRANSPORTE DE PASAJEROS CIUDAD","TRANSPORTE DE PASAJEROS CIUDAD/PASAJERO/ASALTO",6,112
2013-02-19,"CRISTAL","CRISTAL/PERSONA/VEHICULO OFICIAL/OPORTUNISTA",8,114
2013-02-25,"DOMICILIARIO","DOMICILIARIO /CASA HABITACION DESHABITADA/VIOLACHAPAS",8,114
2013-02-26,"COMERCIAL","COMERCIAL/EMPRESA/INDUSTRIA/CHORLERO",9,115
2013-03-07,"VEHICULO","VEHICULO/VEHICULO PARTICULAR/AUTOPARTES",10,116
2013-03-20,"VEHICULO","VEHICULO/VEHICULO PARTICULAR/ESTACIONADO",12,118
2013-04-02,"VEHICULO","VEHICULO/VEHICULO PARTICULAR/ESTACIONADO",14,120
2013-04-22,"VEHICULO","VEHICULO/VEHICULO PARTICULAR/ESTACIONADO",16,122
2013-04-27,"CRISTAL","CRISTAL/PERSONA/VEHICULO/VIOLACHAPAS",17,123
2013-05-03,"DOMICILIARIO","DOMICILIARIO /CASA HABITACION HABITADA/VIOLACHAPAS",18,124
2013-05-09,"CRISTAL","CRISTAL/PERSONA/VEHICULO/VIOLACHAPAS",19,125
2013-06-11,"VEHICULO","VEHICULO/VEHICULO PARTICULAR/ESTACIONADO",24,130
2013-06-25,"CRISTAL","CRISTAL/PERSONA/VEHICULO/VIOLACHAPAS",26,132
2013-06-28,"TRANSEUNTE","TRANSEUNTE/PERSONA/OPORTUNISTA TARJETA BANCARIA",26,132
2013-07-06,"DOMICILIARIO","DOMICILIARIO /CASA HABITACION HABITADA/OPORTUNISTA",27,133
2013-08-21,"CRISTAL","CRISTAL/VEHICULO/DESCONOCIDO",34,140
2013-09-13,"MOTOCICLETA","MOTOCICLETA/MOTO/PARTICULAR/ESTACIONADO",37,143
2013-09-25,"TRANSEUNTE","TRANSEUNTE/PERSONA/OPORTUNISTA",39,145
2013-11-11,"VEHICULO","VEHICULO/VEHICULO PARTICULAR/ESTACIONADO",45,151
2013-11-15,"CRISTAL","CRISTAL/PERSONA/VEHICULO/VIOLACHAPAS",46,152
2013-11-25,"TRANSEUNTE","TRANSEUNTE/PERSONA/ASALTO",47,153
2013-12-05,"VEHICULO","VEHICULO/VEHICULO PARTICULAR/ESTACIONADO",49,155
2013-12-12,"VEHICULO","VEHICULO/VEHICULO EMPRESA/INDUSTRIA/ESTACIONADO",50,156
2014-01-15,"TRANSEUNTE","TRANSEUNTE/PERSONA/OPORTUNISTA TARJETA BANCARIA",3,162
2014-02-08,"CRISTAL","CRISTAL/PERSONA/VEHICULO/VIOLACHAPAS",6,165
2014-02-11,"VEHICULO","VEHICULO/VEHICULO PARTICULAR/ESTACIONADO",6,165
2014-03-01,"TRANSEUNTE","TRANSEUNTE/PERSONA/ASALTO",9,168
2014-03-09,"VEHICULO","VEHICULO/VEHICULO TAXI/ESTACIONADO",10,169
2014-03-19,"TRANSEUNTE","TRANSEUNTE/PERSONA/OPORTUNISTA TARJETA BANCARIA",12,171
2014-04-01,"TRANSPORTE DE PASAJEROS CIUDAD","TRANSPORTE DE PASAJEROS CIUDAD/TAXISTA/ASALTO",13,172
2014-04-07,"COMERCIAL","COMERCIAL/COMERCIO/OPORTUNISTA",14,173
2014-04-13,"DOMICILIARIO","DOMICILIARIO /CASA HABITACION HABITADA/OPORTUNISTA",15,174
2014-05-15,"TRANSEUNTE","TRANSEUNTE/PERSONA/OPORTUNISTA",20,179
2014-05-15,"CRISTAL","CRISTAL/PERSONA/VEHICULO/ROMPE VIDRIOS",20,179
2014-05-27,"VEHICULO","VEHICULO/VEHICULO PARTICULAR/RECUPERADO",21,180
2014-06-20,"DOMICILIARIO","DOMICILIARIO /CASA HABITACION DESHABITADA/VIOLACHAPAS",25,184
2014-06-23,"TRANSEUNTE","TRANSEUNTE/PERSONA/ASALTO",25,184
2014-08-13,"VEHICULO","VEHICULO/VEHICULO PARTICULAR/ESTACIONADO",33,192
2014-08-17,"COMERCIAL","COMERCIAL/COMERCIO/ASALTO",33,192
2014-08-17,"CRISTAL","CRISTAL/PERSONA/VEHICULO/VIOLACHAPAS",33,192
2014-09-12,"CRISTAL","CRISTAL/PERSONA/VEHICULO/VIOLACHAPAS",37,196
2014-09-26,"CRISTAL","CRISTAL/PERSONA/VEHICULO/ROMPE VIDRIOS",39,198
2014-10-06,"TRANSEUNTE","TRANSEUNTE/PERSONA/OPORTUNISTA",40,199
2014-10-29,"VEHICULO","VEHICULO/VEHICULO EMPRESA/INDUSTRIA/ESTACIONADO",44,203
2014-11-14,"CRISTAL","CRISTAL/PERSONA/VEHICULO/VIOLACHAPAS",46,205
2014-11-17,"VEHICULO","VEHICULO/VEHICULO PARTICULAR/ESTACIONADO",46,205
2014-11-30,"TRANSEUNTE","TRANSEUNTE/PERSONA/OPORTUNISTA TARJETA BANCARIA",48,207
2014-12-04,"TARJETA BANCARIA/COMERCIAL","TARJETA BANCARIA/COMERCIAL/PERSONA/CLONACION DE TARJETA",49,208
2015-01-23,"VEHICULO","VEHICULO/VEHICULO PARTICULAR/ESTACIONADO",4,216
2015-01-27,"TRANSEUNTE","TRANSEUNTE/PERSONA/ASALTO",4,216
2015-02-03,"TRANSEUNTE","TRANSEUNTE/PERSONA/OPORTUNISTA",5,217
2015-02-21,"CRISTAL","CRISTAL/PERSONA/VEHICULO/VIOLACHAPAS",8,220
2015-02-26,"TARJETA BANCARIA/COMERCIAL","TARJETA BANCARIA/COMERCIAL/PERSONA/CLONACION DE TARJETA",9,221
2015-03-23,"TRANSEUNTE","TRANSEUNTE/PERSONA/OPORTUNISTA",12,224
2015-04-02,"COMERCIAL","COMERCIAL/COMERCIO/VIOLACHAPAS",14,226
2015-04-06,"TRANSEUNTE","TRANSEUNTE/PERSONA/OPORTUNISTA",14,226
2015-04-07,"DOMICILIARIO","DOMICILIARIO /CASA HABITACION HABITADA/ESCALADOR",14,226
2015-05-18,"DOMICILIARIO","DOMICILIARIO /CASA HABITACION HABITADA/CHORLERO",20,232
2015-06-02,"TRANSEUNTE","TRANSEUNTE/PERSONA/OPORTUNISTA",22,234
2015-07-21,"CRISTAL","CRISTAL/PERSONA/VEHICULO/OPORTUNISTA",29,241
2015-07-31,"DOMICILIARIO","DOMICILIARIO /CASA HABITACION HABITADA/OPORTUNISTA",31,243
2015-08-05,"VEHICULO","VEHICULO/VEHICULO PARTICULAR/ESTACIONADO",31,243
2015-08-05,"CRISTAL","CRISTAL/PERSONA/VEHICULO/VIOLACHAPAS",31,243
2015-10-02,"COMERCIAL","COMERCIAL/COMERCIO/CHORLERO",40,252
2015-11-01,"TRANSEUNTE","TRANSEUNTE/PERSONA/ASALTO",44,256
2015-11-02,"VEHICULO","VEHICULO/VEHICULO PARTICULAR/RECUPERADO",44,256
2015-12-16,"COMERCIAL","COMERCIAL/COMERCIO/ESCALADOR",50,262
2016-02-27,"VEHICULO","VEHICULO/VEHICULO PARTICULAR/ESTACIONADO",9,274
2016-03-21,"DOMICILIARIO","DOMICILIARIO /CASA HABITACION HABITADA/OPORTUNISTA",12,277
2016-03-31,"COMERCIAL","COMERCIAL/COMERCIO/VIOLACHAPAS",13,278
2016-04-06,"VEHICULO","VEHICULO/VEHICULO PARTICULAR/AUTOPARTES",14,279
2016-04-14,"TRANSEUNTE","TRANSEUNTE/PERSONA/OPORTUNISTA TARJETA BANCARIA",15,280
2016-04-29,"CRISTAL","CRISTAL/PERSONA/VEHICULO/AUTOPARTES",18,283
2016-06-07,"INSTITUCIONES PUBLICAS","INSTITUCIONES PUBLICAS/GOBIERNO/ESCALADOR",23,288
2011-01-05,"CRISTAL","CRISTAL/PERSONA/VEHICULO/VIOLACHAPAS",1,1
2011-04-09,"DOMICILIARIO","DOMICILIARIO /CASA HABITACION HABITADA/ASALTO",15,15
2011-04-11,"TRANSEUNTE","TRANSEUNTE/PERSONA/OPORTUNISTA ARREBATAR/DESPOJAR",15,15
2011-04-16,"VEHICULO","VEHICULO/VEHICULO PARTICULAR/ESTACIONADO",16,16
2011-05-09,"TARJETA BANCARIA/COMERCIAL","TARJETA BANCARIA/COMERCIAL/PERSONA/CLONACION DE TARJETA",19,19
2011-09-07,"CRISTAL","CRISTAL/PERSONA/VEHICULO/VIOLACHAPAS",36,36
2011-11-07,"TRANSEUNTE","TRANSEUNTE/PERSONA/OPORTUNISTA",45,45
2011-11-08,"CRISTAL","CRISTAL/PERSONA/VEHICULO/ROMPE VIDRIOS",45,45
2012-01-08,"TRANSEUNTE","TRANSEUNTE/PERSONA/OPORTUNISTA",2,55
2012-02-01,"TRANSEUNTE","TRANSEUNTE/PERSONA/OPORTUNISTA",5,58
2012-02-28,"COMERCIAL","COMERCIAL/COMERCIO/OPORTUNISTA",9,62
2012-03-02,"INSTITUCIONES PUBLICAS","INSTITUCIONES PUBLICAS/GOBIERNO/OPORTUNISTA",9,62
2012-04-03,"VEHICULO","VEHICULO/VEHICULO PARTICULAR/ESTACIONADO",14,67
2012-04-17,"VEHICULO","VEHICULO/VEHICULO PARTICULAR/RECUPERADO",16,69
2012-05-17,"COMERCIAL","COMERCIAL/COMERCIO/OPORTUNISTA",20,73
2012-06-11,"CRISTAL","CRISTAL/PERSONA/VEHICULO/VIOLACHAPAS",24,77
2012-06-22,"CRISTAL","CRISTAL/PERSONA/VEHICULO/ROMPE VIDRIOS",25,78
2012-07-07,"COMERCIAL","COMERCIAL/COMERCIO/VIOLACHAPAS",27,80
2012-07-11,"CRISTAL","CRISTAL/PERSONA/VEHICULO/VIOLACHAPAS",28,81
2012-09-05,"VEHICULO","VEHICULO/VEHICULO PARTICULAR/ESTACIONADO",36,89
2012-09-25,"VEHICULO","VEHICULO/VEHICULO PARTICULAR/ESTACIONADO",39,92
2012-10-16,"CRISTAL","CRISTAL/PERSONA/VEHICULO/VIOLACHAPAS",42,95
2012-11-20,"CRISTAL","CRISTAL/PERSONA/VEHICULO/VIOLACHAPAS",47,100
2012-12-05,"TRANSEUNTE","TRANSEUNTE/PERSONA/OPORTUNISTA",49,102
2012-12-14,"CRISTAL","CRISTAL/PERSONA/VEHICULO/ROMPE VIDRIOS",50,103
2012-12-21,"CRISTAL","CRISTAL/PERSONA/VEHICULO/ROMPE VIDRIOS",51,104
2013-01-10,"VEHICULO","VEHICULO/VEHICULO PARTICULAR/AUTOPARTES",2,108
2013-01-22,"CRISTAL","CRISTAL/PERSONA/VEHICULO/OPORTUNISTA",4,110
2013-02-15,"CRISTAL","CRISTAL/PERSONA/VEHICULO/VIOLACHAPAS",7,113
2013-04-19,"VEHICULO","VEHICULO/VEHICULO PARTICULAR/ESTACIONADO",16,122
2013-06-22,"CRISTAL","CRISTAL/PERSONA/VEHICULO/ROMPE VIDRIOS",25,131
2013-07-23,"CRISTAL","CRISTAL/PERSONA/VEHICULO/VIOLACHAPAS",30,136
2013-08-12,"VEHICULO","VEHICULO/VEHICULO PARTICULAR/ESTACIONADO",32,138
2013-10-14,"VEHICULO","VEHICULO/VEHICULO PARTICULAR/AUTOPARTES",41,147
2013-11-21,"MOTOCICLETA","MOTOCICLETA/MOTO/COMERCIO/EN TRAYECTO",47,153
2013-12-04,"CRISTAL","CRISTAL/PERSONA/VEHICULO/AUTOPARTES",49,155
2013-12-07,"TRANSEUNTE","TRANSEUNTE/PERSONA/ASALTO",49,155
2014-04-07,"VEHICULO","VEHICULO/VEHICULO PARTICULAR/ESTACIONADO",14,173
2014-05-07,"TRANSPORTE DE PASAJEROS CIUDAD","TRANSPORTE DE PASAJEROS CIUDAD/TAXISTA/ASALTO",19,178
2014-07-21,"TRANSEUNTE","TRANSEUNTE/PERSONA/ASALTO",29,188
2014-10-08,"CRISTAL","CRISTAL/PERSONA/VEHICULO/VIOLACHAPAS",41,200
2014-10-22,"VEHICULO","VEHICULO/VEHICULO PARTICULAR/ESTACIONADO",43,202
2014-10-27,"CRISTAL","CRISTAL/PERSONA/VEHICULO/VIOLACHAPAS",43,202
2014-11-06,"VEHICULO","VEHICULO/VEHICULO PARTICULAR/ESTACIONADO",45,204
2014-12-03,"CRISTAL","CRISTAL/PERSONA/VEHICULO/VIOLACHAPAS",49,208
2014-12-11,"MOTOCICLETA","MOTOCICLETA/MOTO/PARTICULAR/ESTACIONADO",50,209
2015-01-27,"CRISTAL","CRISTAL/PERSONA/VEHICULO/VIOLACHAPAS",4,216
2015-01-30,"VEHICULO","VEHICULO/VEHICULO PARTICULAR/AUTOPARTES",5,217
2015-02-03,"VEHICULO","VEHICULO/VEHICULO PARTICULAR/AUTOPARTES",5,217
2015-02-06,"TRANSEUNTE","TRANSEUNTE/PERSONA/OPORTUNISTA",6,218
2015-02-06,"VEHICULO","VEHICULO/VEHICULO PARTICULAR/ESTACIONADO",6,218
2015-03-16,"INSTITUCIONES PUBLICAS","INSTITUCIONES PUBLICAS/GOBIERNO/OPORTUNISTA",11,223
2015-04-09,"MOTOCICLETA","MOTOCICLETA/MOTO/PARTICULAR/ESTACIONADO",15,227
2015-04-28,"CRISTAL","CRISTAL/PERSONA/VEHICULO/ROMPE VIDRIOS",17,229
2015-08-01,"COMERCIAL","COMERCIAL/COMERCIO/OPORTUNISTA",31,243
2015-08-07,"TRANSEUNTE","TRANSEUNTE/PERSONA/ASALTO",32,244
2015-09-02,"CRISTAL","CRISTAL/PERSONA/VEHICULO/VIOLACHAPAS",35,247
2015-09-28,"INSTITUCIONES PUBLICAS","INSTITUCIONES PUBLICAS/GOBIERNO/OPORTUNISTA",39,251
2015-11-30,"CRISTAL","CRISTAL/PERSONA/VEHICULO/VIOLACHAPAS",48,260
2016-02-04,"VEHICULO","VEHICULO/VEHICULO PARTICULAR/ESTACIONADO",5,270
2016-02-18,"VEHICULO","VEHICULO/VEHICULO PARTICULAR/ESTACIONADO",7,272
2016-02-28,"TRANSEUNTE","TRANSEUNTE/PERSONA/ASALTO",9,274
2016-03-18,"VEHICULO","VEHICULO/VEHICULO PARTICULAR/ESTACIONADO",12,277
2016-04-20,"CRISTAL","CRISTAL/PERSONA/VEHICULO/VIOLACHAPAS",16,281
2016-05-03,"INSTITUCIONES PUBLICAS","INSTITUCIONES PUBLICAS/GOBIERNO/OPORTUNISTA",18,283
2016-05-30,"VEHICULO","VEHICULO/VEHICULO PARTICULAR/ESTACIONADO",22,287
2011-01-03,"INSTITUCIONES PUBLICAS","INSTITUCIONES PUBLICAS/GOBIERNO/BOQUETAZO",1,1
2011-01-15,"TRANSEUNTE","TRANSEUNTE/PERSONA/ASALTO",3,3
2011-01-21,"TRANSEUNTE","TRANSEUNTE/PERSONA/ASALTO",3,3
2011-02-11,"DOMICILIARIO","DOMICILIARIO /CASA HABITACION HABITADA/OPORTUNISTA",6,6
2011-02-22,"TRANSEUNTE","TRANSEUNTE/PERSONA/ASALTO",8,8
2011-02-23,"CRISTAL","CRISTAL/VEHICULO/AUTOPARTES",8,8
2011-02-25,"VEHICULO","VEHICULO/VEHICULO PARTICULAR/RECUPERADO",8,8
2011-03-01,"TRANSEUNTE","TRANSEUNTE/PERSONA/ASALTO",9,9
2011-03-04,"DOMICILIARIO","DOMICILIARIO /CASA HABITACION HABITADA/OPORTUNISTA",9,9
2011-03-05,"TRANSEUNTE","TRANSEUNTE/PERSONA/OPORTUNISTA",10,10
2011-03-05,"DOMICILIARIO","DOMICILIARIO /CASA HABITACION HABITADA/VIOLACHAPAS",10,10
2011-03-07,"DOMICILIARIO","DOMICILIARIO /CASA HABITACION HABITADA/OPORTUNISTA",10,10
2011-03-11,"COMERCIAL","COMERCIAL/COMERCIO/VIOLACHAPAS",10,10
2011-03-24,"INSTITUCIONES PUBLICAS","INSTITUCIONES PUBLICAS/GOBIERNO/OPORTUNISTA",12,12
2011-03-24,"MOTOCICLETA","MOTOCICLETA/MOTO/COMERCIO/OPORTUNISTA",12,12
2011-04-05,"TRANSEUNTE","TRANSEUNTE/PERSONA/TUMBADOR",14,14
2011-04-15,"DOMICILIARIO","DOMICILIARIO /CASA HABITACION HABITADA/VIOLACHAPAS",15,15
2011-04-17,"CRISTAL","CRISTAL/PERSONA/VEHICULO/OPORTUNISTA",16,16
2011-04-21,"DOMICILIARIO","DOMICILIARIO /CASA HABITACION HABITADA/VIOLACHAPAS",16,16
2011-05-08,"DOMICILIARIO","DOMICILIARIO /CASA HABITACION HABITADA/ESCALADOR",19,19
2011-05-22,"COMERCIAL","COMERCIAL/COMERCIO/OPORTUNISTA",21,21
2011-05-30,"COMERCIAL","COMERCIAL/COMERCIO/COSCORRONERO",22,22
2011-06-01,"VEHICULO","VEHICULO/VEHICULO PARTICULAR/ESTACIONADO",22,22
2011-06-03,"DOMICILIARIO","DOMICILIARIO /CASA HABITACION HABITADA/ESCALADOR",22,22
2011-06-08,"TRANSEUNTE","TRANSEUNTE/PERSONA/OPORTUNISTA",23,23
2011-06-11,"COMERCIAL","COMERCIAL/COMERCIO/VIOLACHAPAS",24,24
2011-06-14,"CRISTAL","CRISTAL/PERSONA/VEHICULO/OPORTUNISTA",24,24
2011-06-15,"VEHICULO","VEHICULO/VEHICULO PARTICULAR/ESTACIONADO",24,24
2011-06-20,"CRISTAL","CRISTAL/PERSONA/VEHICULO/VIOLACHAPAS",25,25
2011-06-25,"VEHICULO","VEHICULO/VEHICULO PARTICULAR/ESTACIONADO",26,26
2011-06-25,"TRANSEUNTE","TRANSEUNTE/PERSONA/OPORTUNISTA TARJETA BANCARIA",26,26
2011-07-05,"VEHICULO","VEHICULO/VEHICULO PARTICULAR/ESTACIONADO",27,27
2011-07-10,"CRISTAL","CRISTAL/PERSONA/VEHICULO/VIOLACHAPAS",28,28
2011-07-11,"INSTITUCIONES PUBLICAS","INSTITUCIONES PUBLICAS/GOBIERNO/OPORTUNISTA",28,28
2011-07-14,"CRISTAL","CRISTAL/PERSONA/VEHICULO/ROMPE VIDRIOS",28,28
2011-07-18,"INSTITUCIONES PUBLICAS","INSTITUCIONES PUBLICAS/GOBIERNO/OPORTUNISTA",29,29
2011-08-03,"TRANSEUNTE","TRANSEUNTE/PERSONA/OPORTUNISTA",31,31
2011-08-03,"CRISTAL","CRISTAL/PERSONA/VEHICULO OFICIAL/AUTOPARTES",31,31
2011-08-04,"DOMICILIARIO","DOMICILIARIO /CASA HABITACION HABITADA/VIOLACHAPAS",31,31
2011-08-12,"DOMICILIARIO","DOMICILIARIO /CASA HABITACION HABITADA/ESCALADOR",32,32
2011-08-13,"TRANSEUNTE","TRANSEUNTE/PERSONA/OPORTUNISTA ARREBATAR/DESPOJAR",33,33
2011-08-26,"VEHICULO","VEHICULO/VEHICULO PARTICULAR/ESTACIONADO",34,34
2011-08-28,"INSTITUCIONES PUBLICAS","INSTITUCIONES PUBLICAS/GOBIERNO/OPORTUNISTA",35,35
2011-09-04,"COMERCIAL","COMERCIAL/COMERCIO/VIOLACHAPAS",36,36
2011-09-09,"CRISTAL","CRISTAL/PERSONA/VEHICULO/VIOLACHAPAS",36,36
2011-09-10,"CRISTAL","CRISTAL/PERSONA/VEHICULO/VIOLACHAPAS",37,37
2011-09-14,"TRANSEUNTE","TRANSEUNTE/PERSONA/ASALTO",37,37
2011-09-19,"INSTITUCIONES PUBLICAS","INSTITUCIONES PUBLICAS/GOBIERNO/VIOLACHAPAS",38,38
2011-09-21,"CRISTAL","CRISTAL/PERSONA/VEHICULO/VIOLACHAPAS",38,38
2011-09-24,"DOMICILIARIO","DOMICILIARIO /CASA HABITACION HABITADA/VIOLACHAPAS",39,39
2011-10-01,"VEHICULO","VEHICULO/VEHICULO PARTICULAR/ESTACIONADO",40,40
2011-10-02,"CRISTAL","CRISTAL/PERSONA/VEHICULO OFICIAL/AUTOPARTES",40,40
2011-10-06,"TRANSEUNTE","TRANSEUNTE/PERSONA/CARTERAZO",40,40
2011-10-13,"INSTITUCIONES PUBLICAS","INSTITUCIONES PUBLICAS/GOBIERNO/OPORTUNISTA",41,41
2011-10-15,"DOMICILIARIO","DOMICILIARIO /CASA HABITACION HABITADA/VIOLACHAPAS",42,42
2011-10-19,"TRANSEUNTE","TRANSEUNTE/PERSONA/OPORTUNISTA",42,42
2011-10-21,"CRISTAL","CRISTAL/PERSONA/VEHICULO/VIOLACHAPAS",42,42
2011-10-21,"CRISTAL","CRISTAL/PERSONA/VEHICULO/VIOLACHAPAS",42,42
2011-10-26,"VEHICULO","VEHICULO/VEHICULO PARTICULAR/ESTACIONADO",43,43
2011-10-30,"CRISTAL","CRISTAL/PERSONA/VEHICULO/VIOLACHAPAS",44,44
2011-10-30,"VEHICULO","VEHICULO/VEHICULO PARTICULAR/ESTACIONADO",44,44
2011-11-03,"INSTITUCIONES PUBLICAS","INSTITUCIONES PUBLICAS/GOBIERNO/OPORTUNISTA",44,44
2011-11-03,"INSTITUCIONES PUBLICAS","INSTITUCIONES PUBLICAS/DESCONOCIDO/OPORTUNISTA",44,44
2011-11-06,"DOMICILIARIO","DOMICILIARIO /CASA HABITACION HABITADA/VIOLACHAPAS",45,45
2011-11-07,"INSTITUCIONES PUBLICAS","INSTITUCIONES PUBLICAS/GOBIERNO/OPORTUNISTA",45,45
2011-11-09,"DOMICILIARIO","DOMICILIARIO /CASA HABITACION HABITADA/CHORLERO",45,45
2011-11-10,"VEHICULO","VEHICULO/VEHICULO PARTICULAR/ESTACIONADO",45,45
2011-11-15,"VEHICULO","VEHICULO/VEHICULO PARTICULAR/ESTACIONADO",46,46
2011-11-24,"VEHICULO","VEHICULO/VEHICULO PARTICULAR/ESTACIONADO",47,47
2011-12-21,"CRISTAL","CRISTAL/PERSONA/VEHICULO/VIOLACHAPAS",51,51
2011-12-24,"TRANSEUNTE","TRANSEUNTE/PERSONA/OPORTUNISTA",52,52
2012-01-03,"CRISTAL","CRISTAL/PERSONA/VEHICULO/OPORTUNISTA",1,54
2012-01-09,"INSTITUCIONES PUBLICAS","INSTITUCIONES PUBLICAS/GOBIERNO/OPORTUNISTA",2,55
2012-01-10,"COMERCIAL","COMERCIAL/COMERCIO/OPORTUNISTA",2,55
2012-01-23,"CRISTAL","CRISTAL/PERSONA/VEHICULO/VIOLACHAPAS",4,57
2012-01-24,"DOMICILIARIO","DOMICILIARIO /CASA HABITACION HABITADA/OPORTUNISTA",4,57
2012-01-26,"CRISTAL","CRISTAL/PERSONA/VEHICULO/VIOLACHAPAS",4,57
2012-01-27,"DOMICILIARIO","DOMICILIARIO /CASA HABITACION HABITADA/ESCALADOR",4,57
2012-01-27,"DOMICILIARIO","DOMICILIARIO /CASA HABITACION HABITADA/CHORLERO",4,57
2012-02-02,"VEHICULO","VEHICULO/PERSONA/DESCONOCIDO",5,58
2012-02-06,"VEHICULO","VEHICULO/VEHICULO PARTICULAR/ESTACIONADO",6,59
2012-02-06,"VEHICULO","VEHICULO/VEHICULO PARTICULAR/ESTACIONADO",6,59
2012-02-16,"VEHICULO","VEHICULO/VEHICULO PARTICULAR/ESTACIONADO",7,60
2012-02-24,"DOMICILIARIO","DOMICILIARIO /CASA HABITACION HABITADA/OPORTUNISTA",8,61
